Strassenname,Strassentyp,Breitengrad,Laengengrad
Witikonerstrasse,secondary,47.359237,8.5922238
Buchzelgstrasse,residential,47.3600539,8.5902623
Vorderberg,tertiary,47.3760221,8.5593372
Hadlaubstrasse,residential,47.3852223,8.5526779
Dreiwiesenstrasse,tertiary,47.3812227,8.5718349
Schaffhauserstrasse,primary,47.4116501,8.546705
Friesstrasse,primary,47.4142179,8.5466597
Talacker,residential,47.3721947,8.5349259
Sihlstrasse,tertiary,47.3731125,8.5362847
Sihlstrasse,tertiary,47.3726698,8.5350598
Nüschelerstrasse,residential,47.3712892,8.5373475
Nüschelerstrasse,residential,47.3722595,8.536135
Pelikanstrasse,residential,47.3716076,8.5365402
Pelikanstrasse,residential,47.3712079,8.5359144
Albisstrasse,secondary,47.3422744,8.5308316
Kalchbühlstrasse,residential,47.3375923,8.5325666
Albisstrasse,secondary,47.3393636,8.5300294
Albisstrasse,secondary,47.3355033,8.5300065
Nidelbadstrasse,residential,47.3315461,8.5358453
Widmerstrasse,residential,47.3354719,8.5313442
Haldenstrasse,residential,47.3634166,8.5177512
Uetlibergstrasse,secondary,47.3633559,8.5197186
Aubruggstrasse,tertiary,47.4162759,8.5654537
Aubruggstrasse,tertiary,47.410562,8.572355
Wallisellenstrasse,tertiary,47.4108309,8.5655515
Winterthurerstrasse,primary,47.4039227,8.5722033
Wehntalerstrasse,primary,47.4041173,8.5339264
Käferholzstrasse,residential,47.4115772,8.5234324
Althoosstrasse,residential,47.4108668,8.5230309
Zehntenhausstrasse,tertiary,47.4211723,8.5073998
Ueberlandstrasse,primary,47.4071866,8.5859933
Rieterstrasse,residential,47.3541442,8.5261111
Brunaustrasse,tertiary,47.3540535,8.5254848
Bergstrasse,secondary,47.3727968,8.5620307
Pfingstweidstrasse,primary,47.392048,8.5039028
Hardstrasse,tertiary,47.3865489,8.51863
Albisriederstrasse,secondary,47.3769114,8.4906584
Hohlstrasse,tertiary,47.3868758,8.502309
Schönleinstrasse,residential,47.3736542,8.5516939
Schönleinstrasse,residential,47.3734252,8.5513599
Zürichholzstrasse,residential,47.4043011,8.5425642
Zürichholzstrasse,residential,47.4040558,8.5432617
Ringstrasse,residential,47.4017508,8.5446367
Lindenbachstrasse,residential,47.3893185,8.5369753
Rothstrasse,residential,47.39318,8.535374
Kirchenackerweg,residential,47.4077045,8.551723
Martinstrasse,residential,47.4074388,8.5603869
Heideggerweg,residential,47.4073817,8.5629003
Gagliardiweg,residential,47.4068385,8.5494855
Gubelstrasse,residential,47.4078371,8.5456139
Letzistrasse,residential,47.3913287,8.5459218
Zielweg,residential,47.3582964,8.498145
Schweighofstrasse,secondary,47.3615766,8.5056083
Schimmelstrasse,primary_link,47.3710848,8.5240991
Witikonerstrasse,secondary,47.3619779,8.6079247
Uetlibergstrasse,residential,47.3522946,8.5068459
Stettbachstrasse,residential,47.4032146,8.5729994
Heizenholz,residential,47.4098456,8.4880655
Witikonerstrasse,secondary,47.3640555,8.5667594
Sempacherstrasse,residential,47.3637892,8.5666311
Zollbrücke,tertiary,47.3794912,8.5375302
Zollbrücke,tertiary,47.3795855,8.5375842
Gutstrasse,secondary,47.3740535,8.5028746
Stolzestrasse,residential,47.3878459,8.5454749
Langmauerstrasse,residential,47.3938443,8.5447387
Culmannstrasse,residential,47.3832072,8.5472454
Culmannstrasse,residential,47.3811882,8.5474539
Stapferstrasse,residential,47.3837206,8.5463332
Culmannstrasse,residential,47.3829339,8.5477107
Stolzestrasse,residential,47.3867552,8.5460976
Sonneggstrasse,residential,47.378972,8.5472224
Culmannstrasse,residential,47.3795975,8.5471777
Fliederstrasse,residential,47.381138,8.5467918
Brunnenhofstrasse,residential,47.4005909,8.5344669
Winterthurerstrasse,primary,47.3957778,8.5452573
Bucheggstrasse,tertiary,47.3989165,8.5420894
Hardturmstrasse,primary,47.3918054,8.5185157
Talstrasse,tertiary,47.372042,8.5342128
Talstrasse,tertiary,47.3700845,8.5363041
Talstrasse,tertiary,47.3683523,8.53863
Rudolf-Brun-Brücke,tertiary,47.3743686,8.5429325
Bahnhofquai,tertiary,47.3758302,8.5418934
Bahnhofquai,tertiary,47.3763779,8.5418364
Bahnhofquai,tertiary,47.3781808,8.541774
Oberdorfstrasse,residential,47.3680566,8.546069
Birchstrasse,secondary,47.410612,8.5380645
Winterthurerstrasse,primary,47.386656,8.5476426
Winterthurerstrasse,primary,47.3961116,8.5455458
Winterthurerstrasse,primary,47.3907159,8.5454469
Winterthurerstrasse,primary,47.393561,8.5449324
Schweizergasse,residential,47.3764402,8.5369161
Badenerstrasse,tertiary,47.3750405,8.5190767
Badenerstrasse,tertiary,47.3751125,8.5187802
Mutschellenstrasse,tertiary,47.3502757,8.5277978
Scheuchzerstrasse,residential,47.392847,8.5420575
Röslistrasse,residential,47.388599,8.5419756
Weisshau,residential,47.4179545,8.5416432
Margrit-Rainer-Strasse,residential,47.4159478,8.5373899
Birchstrasse,residential,47.415669,8.5381134
Zehntenhausstrasse,tertiary,47.420092,8.5067375
Zehntenhausstrasse,tertiary,47.4210646,8.5073584
Wehntalerstrasse,primary,47.4160751,8.5121424
Binzmühlestrasse,tertiary,47.4146416,8.5201403
Klebestrasse,residential,47.3260549,8.5133393
Ohne Namen,residential,47.4247259,8.5117375
Eisfeldstrasse,residential,47.4148919,8.5496246
Stauffacherstrasse,tertiary,47.3785989,8.5195938
Wallisellenstrasse,tertiary,47.4105642,8.5501405
Ohne Namen,residential,47.3933751,8.5259653
Nordstrasse,residential,47.3918992,8.531816
Höfliweg,residential,47.3692994,8.5085989
Brahmsstrasse,residential,47.3780209,8.5073792
Bahnhofquai,tertiary,47.377339,8.5419645
Borrweg,residential,47.3615596,8.5066254
Mattengasse,residential,47.3833796,8.5316814
Mattengasse,residential,47.3825719,8.5306628
Johannesgasse,residential,47.3835071,8.5307599
Marstallweg,residential,47.3828606,8.5331775
Reishauerstrasse,residential,47.3824051,8.5337764
Ginsterstrasse,residential,47.375962,8.4917702
Püntstrasse,tertiary,47.3745601,8.4846511
Triemlistrasse,tertiary,47.3706039,8.489732
Hagenbuchrain,residential,47.3711268,8.4842805
Rossackerstrasse,residential,47.369991,8.4882554
Goldackerweg,residential,47.3708163,8.4869064
Bergwiesen,residential,47.3677993,8.4910129
Ohne Namen,residential,47.3668751,8.4927274
Goldackerweg,residential,47.3713195,8.4875982
Triemlistrasse,residential,47.3740545,8.4836352
Lyrenweg,residential,47.3756515,8.4810259
Friedhofstrasse,residential,47.3829788,8.4744199
Hädrichstrasse,residential,47.3787552,8.4905281
Im Schaber,residential,47.3743888,8.4812672
Im Schaber,residential,47.3754894,8.4808493
Im Schaber,residential,47.3754007,8.480465
Birmensdorferstrasse,secondary,47.3673501,8.4903688
Heinrichstrasse,residential,47.3831154,8.5320244
Heinrichstrasse,residential,47.3836433,8.5313109
Steffenstrasse,residential,47.4179242,8.5522659
Mattengasse,residential,47.3829634,8.5310175
Mattengasse,residential,47.3830418,8.531141
Mattengasse,residential,47.3831079,8.5312489
Winterthurerstrasse,primary,47.4001914,8.5479518
Ohne Namen,tertiary_link,47.4003168,8.5488459
Ohne Namen,primary,47.4004643,8.5483702
Winterthurerstrasse,primary_link,47.3995683,8.5484055
Ohne Namen,tertiary_link,47.3998944,8.5487564
Ohne Namen,primary,47.4007242,8.5489615
Winterthurerstrasse,primary,47.4004139,8.548165
Hirschwiesenstrasse,primary_link,47.3997964,8.5465942
Ohne Namen,primary,47.3990395,8.5475835
Viktoriastrasse,residential,47.4015678,8.5505001
Bülachstrasse,tertiary,47.4008122,8.5485983
Ohne Namen,primary,47.4001464,8.548738
Wehntalerstrasse,primary,47.3986175,8.5392073
Bucheggstrasse,primary,47.3987311,8.5397315
Wehntalerstrasse,tertiary,47.3973545,8.5404003
Schaffhauserstrasse,tertiary,47.3969423,8.541071
Bucheggstrasse,primary,47.398973,8.5412601
Schaffhauserstrasse,tertiary,47.3964968,8.5406183
Schaffhauserstrasse,primary,47.3993686,8.542645
Ohne Namen,primary_link,47.3522402,8.5251265
Ottikerstrasse,residential,47.3855988,8.542998
Arbenzstrasse,residential,47.3586547,8.5558338
Allmendstrasse,primary,47.3572432,8.5217763
Allmendstrasse,primary,47.3556378,8.52297
Allmendstrasse,primary,47.3505636,8.5236139
Rothstrasse,tertiary,47.3935892,8.5379071
Hardbrücke,primary,47.3891403,8.5208913
Pfingstweidstrasse,primary,47.3903134,8.509841
Kornhausbrücke,tertiary,47.3859968,8.533553
Limmatplatz,tertiary,47.3848604,8.5312206
Stauffacherbrücke,tertiary,47.3712399,8.53049
Adolf-Lüchinger-Strasse,residential,47.3551124,8.5092731
Allmendstrasse,primary,47.3574562,8.5218965
Allmendstrasse,primary,47.3566407,8.5221434
In Büngerten,residential,47.4205726,8.5038665
Hurdäckerstrasse,residential,47.4153542,8.4740929
Bombachsteig,residential,47.4035342,8.4896434
Ohne Namen,primary,47.3830488,8.5157358
Tobelsteig,residential,47.4176665,8.504989
Wildenstrasse,residential,47.4074471,8.4892822
Bauherrenstrasse,residential,47.4002551,8.5000707
Finkenrain,residential,47.4120609,8.5237394
Schürliweg,residential,47.4179525,8.5024138
Holderbachweg,residential,47.4178151,8.5032879
Hurdäckerweg,residential,47.4167056,8.4778042
Allmendstrasse,primary,47.3520952,8.5255528
Kirchenackerweg,residential,47.4094176,8.5537443
Gutstrasse,secondary,47.3736911,8.5030584
Hugostrasse,residential,47.4083643,8.5478242
Salerstrasse,residential,47.4080562,8.5484231
Salerstrasse,residential,47.4087419,8.5486317
Hortensienstrasse,residential,47.405677,8.5526136
Apfelbaumstrasse,residential,47.4055525,8.555489
Apfelbaumstrasse,residential,47.4048009,8.5550589
Herbstweg,residential,47.4059145,8.5572658
Brüggliäcker,residential,47.4074709,8.5614777
Schörlistrasse,residential,47.4078974,8.5617038
Aubruggweg,residential,47.4121981,8.5677693
Roswiesenstrasse,residential,47.4029232,8.5763783
Stettbachstrasse,residential,47.3975972,8.5865882
Stettbacherrain,residential,47.3974476,8.5879356
Sunnige Hof,residential,47.3985157,8.5866771
Cordelia-Guggenheim-Weg,residential,47.4153649,8.5608728
Heidi-Abel-Weg,residential,47.4150889,8.5592344
Neudorfstrasse,residential,47.4112082,8.5490379
Kleinbühlstrasse,residential,47.4160593,8.5504208
Im Holzerhurd,residential,47.4237709,8.496861
Affolternstrasse,tertiary,47.431543,8.5163022
Plattenstrasse,residential,47.3723869,8.5545108
Steinwiesstrasse,residential,47.3715019,8.5573624
Holzmatt,residential,47.4133516,8.5262975
Hirschgartnerweg,residential,47.4010472,8.5464976
Georg-Kempf-Strasse,residential,47.421389,8.4989959
Georg-Kempf-Strasse,residential,47.4214439,8.4975606
Am Bach,residential,47.4246657,8.5059407
Hermetschloobrücke,secondary,47.3944383,8.4729821
Hausäcker,residential,47.3900431,8.4772017
Rehalpstrasse,residential,47.3522229,8.5815301
Böszelgstrasse,residential,47.3953029,8.5891124
Hubenstrasse,residential,47.4031251,8.5595744
Weststrasse,residential,47.3711038,8.521617
Manessestrasse,primary,47.3686738,8.5249132
Manessestrasse,primary,47.3693741,8.5256742
Seebahnstrasse,primary,47.3721002,8.5219714
Seebahnstrasse,primary,47.375318,8.5185774
Pfingstweidstrasse,primary,47.3893506,8.5132815
Hardbrücke,primary,47.3860405,8.5180365
Bernerstrasse Nord,primary,47.3937686,8.4938751
Bernerstrasse Nord,primary,47.3939304,8.4920059
Bleulerstrasse,residential,47.3511046,8.5688342
Siegfriedstrasse,residential,47.3549153,8.5576833
Dahliastrasse,residential,47.3570988,8.5540414
Alderstrasse,residential,47.3566928,8.5543872
Alte Feldeggstrasse,residential,47.3597007,8.5502641
Russenweg,residential,47.3566881,8.572839
Quarzstrasse,residential,47.3560281,8.5855148
Möcklistrasse,residential,47.3581778,8.5959721
Kreuzbühlstrasse,secondary,47.3660455,8.5490706
Staudenweg,residential,47.3574785,8.5077802
Im Rossweidli,residential,47.3576672,8.5059702
Friesenberghalde,residential,47.3616058,8.501456
Döltschihalde,residential,47.3636676,8.4987778
Döltschihalde,residential,47.3640628,8.497612
Hanfrose,residential,47.3666989,8.5088153
Sallenbachstrasse,residential,47.3694284,8.5002358
In den Rütenen,residential,47.3663106,8.4925011
Sädlenweg,residential,47.3669842,8.4889501
Emil-Klöti-Strasse,tertiary,47.399574,8.5202546
Haldenstrasse,residential,47.3705356,8.5110405
Küngenmatt,residential,47.3683737,8.5050501
Burgweg,residential,47.3593886,8.5591416
Ottilienstrasse,residential,47.3718768,8.5172235
Idaplatz,residential,47.3741344,8.514497
Idaplatz,residential,47.3741023,8.5149472
Thomasweg,residential,47.3752544,8.5144131
Sihlfeldstrasse,residential,47.3747011,8.5169199
Flurstrasse,residential,47.3784749,8.4883683
Rütiwiesweg,residential,47.3777923,8.4936859
Saumstrasse,residential,47.3727174,8.5106488
Würzwies,residential,47.3975828,8.4930181
Sustenweg,residential,47.3874632,8.4782493
Wehntalerstrasse,primary,47.4192579,8.5060424
Wehntalerstrasse,primary,47.4198472,8.5044718
Monikastrasse,residential,47.3842567,8.48653
Jakob-Fügli-Strasse,residential,47.3890016,8.4845168
Töpferstrasse,residential,47.3597033,8.5157634
Kanalstrasse,residential,47.3539327,8.5241442
Kanalstrasse,residential,47.3548028,8.524093
Kanalstrasse,residential,47.354313,8.5240846
Breitenlooweg,residential,47.3790834,8.4838387
In der Breiti,residential,47.3769482,8.4839039
Regensdorferstrasse,tertiary,47.4039372,8.4963323
Gsteigstrasse,residential,47.4054169,8.5035337
Gsteigstrasse,residential,47.4050512,8.5038784
Drehergasse,residential,47.363342,8.5544669
Rückgasse,residential,47.3608828,8.5526861
Riesbachstrasse,residential,47.3584925,8.5551239
Karlstrasse,residential,47.3553655,8.5573338
Münchsteig,residential,47.3561578,8.5598933
Flühgasse,residential,47.3493036,8.5645483
Resedastrasse,residential,47.34971,8.5637818
Hardstrasse,tertiary,47.3889499,8.5206289
Döltschiweg,residential,47.3661831,8.5047349
Burstwiesenstrasse,residential,47.3701238,8.5048081
Bertastrasse,residential,47.3726118,8.5112672
Rotachstrasse,residential,47.3709282,8.5148775
Nussbaumstrasse,residential,47.3714433,8.5142694
Mainaustrasse,residential,47.3601761,8.548234
Blumenweg,residential,47.3587433,8.5517434
Zweierstrasse,residential,47.3686723,8.5172408
Berneggweg,residential,47.3665159,8.5171672
Schützenrain,residential,47.3724595,8.4855487
Schweigmatt,residential,47.366225,8.5017272
Hegianwandweg,residential,47.3561541,8.5094461
Im Rossweidli,residential,47.3606147,8.5030484
Im Rossweidli,residential,47.3591584,8.5044932
Sihlrainstrasse,residential,47.3538365,8.5255716
Schürwies,residential,47.345591,8.5299045
Hintermeisterhof,residential,47.3368395,8.5239177
Moosacker,residential,47.3999543,8.5895466
Luchswiesenweg,residential,47.4013804,8.5849608
Engelbertstrasse,residential,47.3987561,8.5894416
Trichtenhausenstrasse,tertiary,47.3525036,8.6019685
Trichtenhausenstrasse,tertiary,47.350754,8.6019859
Segetenweg,residential,47.3554452,8.5931633
Burenweg,residential,47.3569658,8.5795889
Burenweg,residential,47.3571177,8.5800706
Waserstrasse,residential,47.3583519,8.5822802
Allmendstrasse,primary,47.34836,8.5215486
Owenweg,residential,47.3382652,8.5291191
Owenweg,residential,47.3382454,8.5278956
Winterthurerstrasse,primary,47.4040847,8.5631114
Obere Waidstrasse,residential,47.3986414,8.530853
Bellerivestrasse,primary,47.356976,8.551055
Höschgasse,secondary,47.3573287,8.5532075
Bellerivestrasse,primary,47.3590129,8.5495705
Klausstrasse,residential,47.3589029,8.548869
Bellerivestrasse,primary,47.360486,8.5485295
Hohlstrasse,primary,47.3802863,8.5202748
Lommisweg,residential,47.3900184,8.4858828
Dachslernstrasse,residential,47.3898893,8.4771461
Bergliweg,residential,47.3895118,8.4698252
Dunkelhölzlistrasse,residential,47.3891553,8.468536
Talbächliweg,residential,47.3894049,8.4675328
Hätzlergasse,residential,47.3899,8.468395
Malojaweg,residential,47.3870669,8.481525
Neue Hard,primary,47.3862094,8.5213385
Nürenbergstrasse,residential,47.3921059,8.5324665
Rotbuchstrasse,tertiary,47.3913455,8.5363657
Rötelstrasse,residential,47.3892491,8.5389481
Schindlerstrasse,residential,47.3894005,8.538956
Schaffhauserstrasse,tertiary,47.3908724,8.538792
Kronenstrasse,residential,47.3875877,8.5381433
Lindenbachstrasse,residential,47.3882807,8.5380665
Steinhausweg,residential,47.3832788,8.5429837
Schindlerstrasse,residential,47.3884924,8.5366217
Riedtlistrasse,tertiary,47.3892593,8.5414929
Gladbachstrasse,tertiary,47.3810467,8.5533329
Krattenturmstrasse,residential,47.3891832,8.5525744
Hinterbergstrasse,residential,47.3853501,8.5590997
Heubeeriweg,residential,47.3818285,8.5649776
Goldackerweg,residential,47.3705576,8.4865138
Rämistrasse,primary,47.3696258,8.5484726
General-Guisan-Quai,secondary,47.3662059,8.5403614
Bürkliplatz,tertiary,47.3663163,8.5406709
Kapfsteig,residential,47.3626874,8.5735623
Kapfstrasse,residential,47.3613318,8.5713535
Hitzigweg,residential,47.3669214,8.5686475
Hitzigweg,residential,47.3659711,8.5691593
Sonnenbergstrasse,residential,47.3718801,8.5699177
Titlisstrasse,residential,47.3694322,8.5643865
Heuelstrasse,residential,47.3709942,8.5655633
Rütistrasse,residential,47.3707421,8.5633419
Pilatusstrasse,residential,47.3720003,8.5709154
Pilatusstrasse,residential,47.373048,8.5678058
Waldhausstrasse,residential,47.3738609,8.5685498
Kurhausstrasse,residential,47.3729375,8.5711831
Leimbachstrasse,primary,47.3349044,8.5188038
Effingerstrasse,residential,47.3534673,8.526682
Bühleggweg,residential,47.4156036,8.5487746
Dohlenweg,residential,47.4158076,8.5479165
Pfarrweg,residential,47.4262763,8.5083447
Stöckengasse,residential,47.4220257,8.5083875
Katzenseestrasse,residential,47.4265314,8.50603
Schlehdornweg,residential,47.4087108,8.5260548
Scheuchzerstrasse,residential,47.3838808,8.5452347
Scheuchzerstrasse,residential,47.3888058,8.5439785
Nelkenstrasse,residential,47.3819062,8.5463189
Narzissenstrasse,residential,47.3825152,8.5460628
Sonneggstrasse,residential,47.3825052,8.5443203
Universitätstrasse,primary,47.3779271,8.5481039
Frauenklinikstrasse,residential,47.3779106,8.5510955
Mutschellenstrasse,tertiary,47.3459717,8.529188
Treichlerstrasse,residential,47.3702982,8.5580861
Birmensdorferstrasse,secondary,47.3702278,8.5132539
Birmensdorferstrasse,secondary,47.3701347,8.5124512
Meierwiesenstrasse,secondary,47.3946206,8.490735
Ohne Namen,residential,47.3966852,8.4827249
Bändlistrasse,tertiary,47.3948807,8.4904183
Berninaplatz,tertiary,47.4035184,8.5478984
Cäsar-Ritz-Strasse,residential,47.4248813,8.4972927
Im Wiesenbeetli,residential,47.4203268,8.5041065
Möhrlistrasse,residential,47.3942789,8.5460015
Bernerstrasse Nord,primary,47.3969874,8.4805953
Hagenholzstrasse,tertiary,47.4149374,8.560764
Schaffhauserstrasse,primary,47.4112281,8.5468412
Rigistrasse,residential,47.3855202,8.5508234
Florhofgasse,residential,47.3721389,8.5486456
Hirschengraben,tertiary,47.3720539,8.5476161
Oberer Heuelsteig,residential,47.3690488,8.5694487
Bolleystrasse,residential,47.3803697,8.5499949
Büchnerstrasse,residential,47.3829007,8.5519994
Schaffhauserstrasse,primary,47.4216902,8.5501695
Käferholzstrasse,residential,47.4010193,8.5312867
Rötelstrasse,residential,47.3990305,8.5319958
Allmendstrasse,secondary_link,47.3570985,8.5220554
Berninaplatz,primary,47.403601,8.5482629
Schaffhauserstrasse,primary,47.4027971,8.5468955
Freiestrasse,residential,47.3677912,8.5576311
Englischviertelstrasse,residential,47.3657605,8.5586499
